,;8
+;8
Ç;3
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;13
ê;1
Ç;10
0;1051
00:01:34+00:00;1
00:01:55+00:00;1
00:04:39+00:00;1
00:04:44+00:00;1
00:04:58+00:00;1
00:08:39+00:00;1
00:09:18+00:00;1
00:11:01+00:00;1
00:11:33+00:00;1
00:13:24+00:00;1
00:14:36+00:00;1
00:15:02+00:00;1
00:15:17+00:00;1
00:16:06+00:00;1
00:19:13+00:00;1
00:20:37+00:00;1
00:21:07+00:00;1
00:22:09+00:00;1
00:24:30+00:00;1
00:27:38+00:00;1
00:28:01+00:00;1
00:28:52+00:00;1
00:29:11+00:00;1
00:29:34+00:00;2
00:30:05+00:00;1
00:46:23+00:00;1
00:47:41+00:00;1
00:48:59+00:00;1
00:49:00+00:00;1
00:49:32+00:00;1
00:51:57+00:00;1
00:54:14+00:00;1
00:56:45+00:00;1
00:57:30+00:00;1
00:57:35+00:00;1
01:02:13+00:00;1
01:05:30+00:00;1
01:07:08+00:00;1
01:09:23+00:00;1
01:10:53+00:00;1
01:12:21+00:00;1
01:12:50+00:00;1
01:14:01+00:00;1
01:14:07+00:00;1
01:14:38+00:00;1
01:16:04+00:00;1
01:16:34+00:00;1
01:17:06+00:00;1
01:17:26+00:00;1
01:19:07+00:00;1
01:19:46+00:00;1
01:20:26+00:00;1
01:25:44+00:00;1
01:27:10+00:00;1
01:28:43+00:00;1
01:29:50+00:00;1
01:30:42+00:00;1
01:32:18+00:00;1
01:38:40+00:00;1
01:39:04+00:00;1
01:43:16+00:00;1
01:45:15+00:00;1
01:46:41+00:00;1
01:47:01+00:00;1
01:51:08+00:00;1
01:52:06+00:00;1
01:53:59+00:00;1
01:54:16+00:00;1
01:54:52+00:00;1
01:56:06+00:00;1
01:56:34+00:00;1
01:59:28+00:00;1
02:01:51+00:00;1
02:02:10+00:00;1
02:02:23+00:00;1
02:02:54+00:00;1
02:05:42+00:00;1
02:10:15+00:00;1
02:11:02+00:00;1
02:16:38+00:00;1
02:17:47+00:00;1
02:20:25+00:00;1
02:21:30+00:00;1
02:22:56+00:00;1
02:28:50+00:00;1
02:36:18+00:00;1
02:43:43+00:00;1
02:47:53+00:00;1
02:48:02+00:00;1
02:53:03+00:00;1
02:55:52+00:00;1
02:56:46+00:00;1
02:57:53+00:00;1
02:58:31+00:00;1
02:58:43+00:00;1
02:59:14+00:00;1
03:00:37+00:00;1
03:03:47+00:00;1
03:10:40+00:00;1
03:12:43+00:00;1
03:15:38+00:00;1
03:18:05+00:00;1
03:18:21+00:00;1
03:24:08+00:00;1
03:24:46+00:00;1
03:24:50+00:00;1
03:36:55+00:00;1
03:37:45+00:00;1
03:39:23+00:00;1
03:42:07+00:00;1
03:47:22+00:00;1
03:56:37+00:00;1
03:58:42+00:00;1
04:02:47+00:00;1
04:05:56+00:00;1
04:06:46+00:00;1
04:10:15+00:00;1
04:11:16+00:00;1
